batch_size = 300
bias = True
clear_checkpoint = True
clip_grad = 0
cuda = 1
device = cuda:0
dtype = float64
lr = 0.0005
max_step = 1000
n_in = 68
n_out = 1
net_depth = 9
net_width = (100, 200, 200, 100, 100, 50, 21)
no_stdout = False
optimizer = adam
out_dir = out
out_filename = out/MLP_nd9_nw-100-200-200-100-100-50-21_bias/outwithout3
out_infix = without3
print_step = 5
save_step = 10
seed = 64528716
tolerance = 1e-05

init_time = 0.000
Training...
step = 0, loss = 2.0946649, r2_train = 0.19015554, r2_test = 0.19011651, train_time = 16.574, used_time = 16.731
    (7): GELU()
    (8): Linear(in_features=100, out_features=100, bias=True)
    (9): GELU()
    (10): Linear(in_features=100, out_features=50, bias=True)
    (11): GELU()
    (12): Linear(in_features=50, out_features=21, bias=True)
    (13): GELU()
    (14): Linear(in_features=21, out_features=1, bias=True)
  )
)

Total number of trainable parameters: 103643

Checkpoint found: 1000

batch_size = 300
bias = True
clear_checkpoint = False
clip_grad = 0
cuda = -1
device = cpu
dtype = float64
lr = 0.0005
max_step = 1000
n_in = 68
n_out = 1
net_depth = 9
net_width = (100, 200, 200, 100, 100, 50, 21)
no_stdout = False
optimizer = adam
out_dir = out
out_filename = out/MLP_nd9_nw-100-200-200-100-100-50-21_bias/outwithout3
out_infix = without3
print_step = 5
save_step = 10
seed = 51626628
tolerance = 1e-05

init_time = 0.000
Training...
MLP(
  (net): Sequential(
    (0): Linear(in_features=68, out_features=100, bias=True)
    (1): GELU()
    (2): Linear(in_features=100, out_features=200, bias=True)
    (3): GELU()
    (4): Linear(in_features=200, out_features=200, bias=True)
    (5): GELU()
    (6): Linear(in_features=200, out_features=100, bias=True)
    (7): GELU()
    (8): Linear(in_features=100, out_features=100, bias=True)
    (9): GELU()
    (10): Linear(in_features=100, out_features=50, bias=True)
    (11): GELU()
    (12): Linear(in_features=50, out_features=21, bias=True)
    (13): GELU()
    (14): Linear(in_features=21, out_features=1, bias=True)
  )
)

Total number of trainable parameters: 103643

Checkpoint found: 1000

batch_size = 300
bias = True
clear_checkpoint = False
clip_grad = 0
cuda = -1
device = cpu
dtype = float64
lr = 0.0005
max_step = 2000
n_in = 68
n_out = 1
net_depth = 9
net_width = (100, 200, 200, 100, 100, 50, 21)
no_stdout = False
optimizer = adam
out_dir = out
out_filename = out/MLP_nd9_nw-100-200-200-100-100-50-21_bias/outwithout3
out_infix = without3
print_step = 5
save_step = 10
seed = 12368685
tolerance = 1e-05

init_time = 0.000
Training...
step = 1005, loss = 0.32305688, r2_train = 0.015938947, r2_test = 0.014312542, train_time = 0.359, used_time = 1.886
step = 1010, loss = 0.27774733, r2_train = 0.014496058, r2_test = 0.01368744, train_time = 0.339, used_time = 3.657
step = 1015, loss = 0.25750767, r2_train = 0.012810235, r2_test = 0.011958731, train_time = 0.329, used_time = 5.391
step = 1020, loss = 0.24397288, r2_train = 0.0082826694, r2_test = 0.0087305734, train_time = 0.308, used_time = 7.015
